Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Ground,Summary
08/15/1935,20:08,"Near Glendo, Wyoming",Aero Mayflower Transit Co,,Helena - Denver,"Waco, model YLC",NC14140,,3.0,0.0,"The plane flew into a mountain 43 miles West of Glendo in heavy fog.  Against advice to the contrary, the pilot decided to fly a direct route to Denver rather than go around, following the valleys and airways used by other pilots. The direct route took him across some of the most dangerous flying country in the west."
05/03/2000,,"Kurupung, Guyana",Trans Guyana Airways,,,Britten-Norman BN-2A-9 Islander,8R-GAC,694,1.0,0.0,The cargo plane crashed into a cloud covered mountain.
06/10/1929,,"Santiago de Cuba, Cuba",Pan American Airways,,Santiago de Cuba - Havana,Fokker F-X,NC9700,,5.0,0.0,Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed.
10/03/1968,16:10,"Near Camp Evans, South Vietnam",Military - U.S. Air Force / Military -  U.S. Army,,,de Havilland C-7B / Boeing Vertol CH-47A,639753/6619041,,25.0,0.0,A mid-air collision between the fixed-wing aircraft and helicopter at the de Havilland C-7A prepared to land and the Boeing Vertol took off.
10/10/1977,19:45,"Grand Chenier, Louisiana",Air Logistics,,"New Iberia, LA - Grand Chenier, LA",Bell 206B,N157AL,,2.0,0.0,"Crashed in rain, fog and thunderstorm activity. Pilot flying low because of deteriorating weather."
01/20/1981,11:27,"Spokane, Washington",Cascade Airways,201,Moses Lake - Spokane,Beechcraft 99A,N390CA,U-101,9.0,0.0,"During an instrument approach, the aircraft descended below 3,500 ft. and impacted rising terrain became airborne, went over a hilltop and came to rest 1,380 ft. further on. A fire started in the area of the right engine and spread throughout the fuselage. A premature descent to minimum descent altitude based on the flightcrew's use of an incorrect distance measuring equipment frequency and the flightcrew's subsequent failure to remain at or above MDA."
08/28/1947,,"Harsiad, Norway",Norwegian Airlines,,Tromso - Oslo,Short Sandringham (flying boat),LN-IAV,SH-48C,35.0,0.0,"Crashed into 13,000 foot mountain."
10/18/1989,,"Nasosny, Russia",Military - Russian Air Force,,,Ilyushin IL-76MD,CCCP-76569,33448421,57.0,0.0,Crashed into the Caspian sea after reporting an engine fire.
11/18/1979,04:56,"Granger, Utah",Transamerica Airlines,,"Ogden, UT - Las Vegas, NV",Lockheed L-188CF Electra,N859U,2016,3.0,0.0,"During the descent the aircraft attained a high airspeed and high rate of descent and disintegrated in flight. A progressive failure in the aircraft's electrical system leading to the disabling or erratiperformance of some critical flight instruments and flight instrument lighting while the flight was operating in night instrument meteorological condition. As a result of these conditions, the flight crew could not resolve the instrumentation anomalies to determine proper aircraft attitude reference, and became disoriented and lost control of the aircraft. The crew's efforts to regain control of the aircraft imposed aerodynamiloads which exceeded design limits of the aircraft and caused it to break up in flight."
09/19/1988,20:30,"Near Miram, Pakistan",Military - Afghan Republican Air Force,,,Antonov AN-26,,,34.0,0.0,Accidentally shot down by Pakistani anti-aircraft fire after straying out of Afghan air space.
03/15/1949,,"Berlin, Germany",Skyways,,,Avro 685 York I,G-AHFI,1316,3.0,0.0,The cargo plane crashed while attempting to land.
04/23/1987,19:35,"Wilmington, North Carolina",Air-Lift Commuter,,Wilmington - Lumberton,Swearingen SA-26TC Metro II,N505LB,TC-202,2.0,0.0,The cargo plane lost the No. 2 engine while taking off and crashed into trees and caught fire. Poor in-flight planning. Emergency procedures not followed. The right engine did not have the latest welding process and failed causing a uncontained turbine failure.
12/04/1961,,"Mainz, Germany",Lufthansa,,Training,Boeing 720-030B,D-ABOK,18058/202,3.0,0.0,Crashed into an open field in a steep dive after attempting an emergency landing.
12/26/1927,,"Almeria, Spain",Aeropostale,,,Breguet 14,,,2.0,0.0,
04/30/1968,,"Near Chaklala, West Pakistan",Military - Pakistan Air Force,,,Lockheed Martin L-100-10,64145,,22.0,0.0,"Crashed while en route after encountering turbulence, possibly leading to a break-up of the aircraft."
11/23/1987,18:25,"Homer, Alaska",Ryan Air Services,103,Kodiak - Homer,Beechcraft 1900C,N401RA,UB-58,21.0,0.0,The aircraft crash landed 200 yards short of the runway while attempting to land at Homer Airport. Failure of the crew to supervise the loading of the aircraft which resulted in a shift of the center of gravity which caused the plane to lose control when the flaps were lowered for landing.
02/15/1970,18:30,"Off Santo Domingo, Dominican Republic",Compania Dominicana de Aviacion,,Santo Domingo - San Juan,McDonnell Douglas DC-9-32,HI-177,47500/546,102.0,0.0,"Two minutes after taking off , the crew reported losing an engine and turned back towards the airport. The plane then descended rapidly and crashed into the sea. Featherweight boxer Carlos Cruz and members of  the Puerto Rican women's national volleyball team killed."
06/21/1987,,"Heho, Burma",Burma Airways,,Heho - Mong Hsat,Fokker F-27 Friendship 200,XY-ADP,10357,45.0,0.0,"Crashed into mountains at 8,200 ft. 20 minutes after leaving Heho."
02/19/1970,,Congo,Air Congo,,,Douglas DC-3,9Q-CUD,9780,17.0,0.0,
12/25/1999,20:15,"Bejuma, Venezuela",Cubana de Aviacion,310,Havana - Valencia,Yakovlev YAK-42D,CU-T1285,4520424914068,22.0,0.0,"While on approach, after circling for 40 minutes and 5 miles from Valencia Airport,  the aircraft crashed into the Tocuyito mountain range and exploded in flames. The airport at Valencia was being used as operations at Simon Bolivar International Airport, Caracas had been disrupted by flooding in the region."
06/22/1982,,"Bombay, India",Air India,,Kuala Lumpur - Mumbai,Boeing B-707-437,VT-DJJ,17723/100,111.0,0.0,The crew initiated a go-around after a heavy landing and a subsequently bounced lifted off the runway but descended back onto the ground and broke up. Deliberate reduction of engine power by the pilot 12 seconds prior to first impact due to altitude unawareness resulting in a high rate of descent and very hard landing. The aircraft was named 'Gaurishankar.'
10/08/1979,,"Athens, Greece",Swissair,SR316,Zurich - Geneva - Athens - Bombay - Beijing,McDonnell Douglas DC-8-62,HB-IDE,45919/312,156.0,0.0,The aircraft overran the runway and crashed with the left wing and tail separating before the aircraft came to a rest. The crew touched down too far down the runway at a speed higher than normal after a non-stabilized final approach. The crew did not fully apply the braking systems after a touchdown under known adverse conditions.
02/03/1998,15:15,"Near Cavalese, Trento, Italy",Military - U.S. Marine Corps,-,,Grummand EA-6B,163045/CY-02,P-130,2.0,20.0,The aircraft struck and severed the cable to a gondola causing it to fall 300 ft. to the ground and killing 20 on board. The plane landed safely. Negligence by the crew in flying above the speed limit and well below the prescribed minimum altitude in the area.
07/02/2004,13:38,"Panama City, Panama",Air Trek,,"Panama City, Panama  - Washington DC",IAI 1124 Westwind,N280AT,247,6.0,1.0,"After lifting off the runway the air ambulance pitched up vertically, the nose then lowered, and the wings rocked side to side. The lane then veered right and impacted the ground and broke up. An airport worker was killed when he was hit by the left engine."
12/17/1953,06:50,"Guam, Mariana Islands",Military - U.S. Air Force,,,Boeing B-29,44-87741,,16.0,8.0,"The aircraft crashed into an officer's housing area after attemping to make an emergency landing with an engine out,at Anderson Air Force Base on Guam."
12/07/1967,,"Muong Soui, Laos",Lao Cathay Airlines,,,Douglas DC-3,XW-PFM,,12.0,0.0,The cargo plane crashed.
05/10/1918,,"Off Helgoland Island, Germany",Military - German Navy,,,Zeppelin L-70 (airship),,,22.0,0.0,"Shot down by British aircraft crashing from a height of 17,000 ft."
10/25/1922,,"Larache, Morocco",Grands Express Aeriens,,,Breguet 14,,,2.0,0.0,
05/31/1934,05:00,"Croydon, England",Air France,,"Croydon, England - Paris, France",Liore-et-Olivier 213,F-AIVG,,2.0,0.0,The cargo plane struck an aerial mast and crashed into houses while attempting to take off.
01/06/1969,20:35,"Near Bradford, Pennsylvania",Allegheny Airlines,737,Washington - Harrisburgh - Bradford - Erie - Detroit,Convair CV-580,N5825,386,28.0,0.0,"Crashed, clipping tree tops short of the runway, in light snow while on approach. An excessive descent was not detected or corrected by the crew for reasons unknown. Possibilities include an altimeter failure or misreading of the instrument approach chart."
10/05/1983,12:00,"Springfield, Missouri",Air Taxi - Ozark Skyways Inc.,,"Little Rock, AR - Springfield, MO",Cessna 182R,N5191E,,4.0,0.0,"While on final approach the aircraft hit tree tops and crashed 1,200 ft. short of the runway. Procedures not followed. The pilot in command did not use decision height."
06/24/1967,,"Khamis Mushait, Saudi Arabia",Saudi Arabian Airlines,,Nejran - Jeddah,Douglas DC-3,HZ-AAM,,17.0,0.0,Crashed while en route.
02/01/1997,14:38,"Tambacoumba, Senegal",Air Senegal,,Tambacounda - Dakar,Hawker Siddeley HS-748-353 Srs.2a,6AV-AEO,1769,52.0,0.0,The aircraft crashed shortly after taking off fromTambacoumba after losing power in the left engine. Fuel contamination.
12/24/1983,,"Leshukonskoye, Russia",Aeroflot,,Arkhangelsk - Leshukonskoye,Antonov AN-24,CCCP-46617,37308704,49.0,0.0,"The airliner crashed on approach in adverse weather. Instead of a go-around the pilot put the plane in a tight turn to the right with a high slip angle, leading to a loss of airspeed. After descending through decision height the pilot attempted a go-around but the plane rolled to the left and lost altitude. After the bank angle reached 90 degrees the aircraft crashed short of  the runway."
07/15/1996,18:00,"Near Eindhoven, The Netherlands",Military - Belgian Air Force,,"Villafranca, Italy - Eindhoven AB",Lockheed C-130H,CH-06,4473,41.0,0.0,"Crashed and burned while attempting to land at Eindhoven Air Base. The aircraft collided with a large flock of lapwings and starlings, causing failure of the No. 1, 2, and 3 engines after which the port wing hit the ground and the plane exploded in flames. Aboard were members of a  Dutch Army Band returning from Italy."
03/16/1991,01:43,"San Diego, CA",Duncan Aircraft Sales,,"San Diego - Amarillo, TX  - Evansville, IN",Hawker-Siddeley DH-125-1A/522,N831LC,25095,10.0,0.0,"The aircraft hit rising terrain near the top of Mt. Otay, 8 miles NE of Brown Field at an elevation of 3,300 feet shortly after taking off. Improper planning/decision by the pilot. Failure of the crew to maintain proper altitude and clearance over mountainous terrain and the failure of the copilot to adequately monitor the progress of the flight. Seven members of the Reba McEntire band were killed."
01/29/1973,,"Near Kyrenia, Cyprus",Air Sinai,,Cairo - Nicosia,Ilyushin IL-18D,SU-AOY,188011101,37.0,0.0,Crashed into the Kyrenia Mountains while on approach.
06/18/1972,16:11,"London Heathrow,  Staines, Surrey, England",British European Airways,548,London - Brussels,Hawker Siddeley Trident 1C,G-ARPI,2109,118.0,0.0,The plane crashed into a field shortly after taking off from Heathrow Airport. The airplane stalled after the wing's leading edge devices were retracted prematurely after takeoff.  Failure of the captain to maintain adequate speed after noise abatement procedures. Premature retraction of the slats. Incapacitation of the captain due to a possible arterial hemorrhage.
06/26/2003,19:30,"Near Rooisand Desert Ranch, Namibia",ComvaAviation,,,Cessna 208B Grand Caravan,V5-CAS,208B-0549,4.0,0.0,Shortly after taking off the air ambulance hit a hill side in the Gamsberg Mountains.
06/06/1944,01:15,"Barneville, France",Military - U.S. Army Air Forces,,,Douglas C-47A,42-93095,112969,22.0,0.0,Shot down by anti-aircraft fire during the Normandy invasion.
02/14/1951,,"Yali, Colombia",Lineas Aéreas Nacionales,,,Curtiss C-46A,HK-333,,2.0,0.0,Cargo plane.
08/29/1960,06:50,"Off Dakar, Senegal",Air France,343,Paris - Dakar,Lockheed 1049G Super Constellation,F-BHBC,4622,63.0,0.0,"The aircraft crashed into the AtlantiOcean after an unsuccessful landing attempt. Cause undetermined. Possible structural failure or loss of control due to turbulence, sensory illusion or distraction of the flight crew which could have been associated with a lightning strike."
09/28/1953,16:18,"Louisville, Kentucky",Resort Airlines,,Philadelphia - Louisville,Curtiss C-46F-1-CU,N66534,22384,41.0,0.0,"While the plane was attempting to land it entered a steep climb, stalled and crashed. The structural failure of the left elevator in flight, causing loss of control. This structural failure was brought about by the left outboard hinge bolt backing out of the assembly. The underlying cause was improper maintenance which resulted in the installation of hinge bolts and bearings not meeting specifications, and inadequate inspection which failed to detect this condition."
10/03/1996,,"Kahemba, Congo",Malu Aviation,,,de Havilland Canada DHC-6 Twin Otter 200,9Q-CXK,74,21.0,0.0,Crashed on take off.
12/03/1979,,"Nome, Alaska",Evergreen Helicopter - Air Taxi,,"Nome, AK - Return",de Havilland DHC-6,N8061V,294,4.0,0.0,"Crashed in snow, low ceiling and fog while en route. Continued VFR flight into adverse weather."
02/01/1957,18:02,"New York, New York",Northeast Airlines,823,New York City - Miami,Douglas DC-6A,N34954,44678/543,101.0,0.0,"Shortly after lifting off from La Guardia Airport in a snowstorm, the plane rolled sharply to the left and crashed on Rikers Island. The failure of the captain to properly observe and interpret his flight instruments and maintain control of his aircraft. Several inmates from the Rikers Island Prison made some heroirescues and were later pardoned."
09/06/1971,,"Near Hasloh, Germany",Pan International,,"Hamburg, Germany - Malaga, Spain",BAC One-Eleven 515FB,D-ALAR,207,121.0,0.0,The aircraft collided with a bridge shearing off both wings after a double engine failure during takeoff.  A forced landing was attempted on a roadway. The water-injection system to cool the engines during takeoff was inadvertently filled with kerosene instead of water.
06/03/1988,,"Near Quito, Ecuador",North American Sabreliner 40,,,Military - Ecudorian Air Force,FAE-068,282-68,11.0,0.0,Crashed into mountains.
08/15/1997,19:30,"Criciúma, Brazil",Air taxi - TAM,,,Cessna 550 Citation II,PT-LML,550-0013,2.0,0.0,While en route the plane went into a steep dive and impacted terrain.
04/03/1954,,"Adana, Turkey",Devlet Hava Yollari,,Adana - Istanbul,Douglas DC-3,TC-ARK,19509,25.0,0.0,Crashed en route approximately 15 minutes after takeoff from Adana.
09/15/1988,13:05,"Bahar Dar, Ethiopia",Ethiopian Airlines,604,Bahar Dar - Asmara,Boeing B-737-230,ET-AJA,23914/1456,104.0,0.0,"During takeoff, the aircraft ingested numerous pigeons into both engines. One engine lost thrust almost immediately and the second lost thrust during the emergency return to the airport. The aircraft crashed while trying to land. Engine failure due to ingestion of 10-16 Columba Guinea birds."
07/17/1996,20:31,"Off East Moriches, New York",Trans World Airlines,800,New York City - Paris,Boeing B-747-131,N93119,20083/153,230.0,0.0,"While on a flight from New York to Paris, France, the aircraft exploded at  FL 130, broke up and crashed into the AtlantiOcean off Long Island, N.Y. The NTSB determined that the probable cause of the accident was an explosion of the center wing fuel tank resulting from ignition of the flammable fuel/air mixture in the tank. The source of ignition energy for the explosion could not be determined with certainty but, of the sources evaluated by the investigation, the most likely was a short circuit outside of the center wing tank that allowed excessive voltage to enter it through electrical wiring associated with the fuel quantity indication system.  To say that numerous government agencies acted strangely and suspiciously would be an understatement.  A great deal of evidence was either suppressed or ignored. Rumors persist that the plane was brought down by a missile, either by the Navy conducting exercises in the area or by terrorists."
12/21/1964,18.40,"Near Kaliba, Philippines",Fleming Airways System Transport,,Kalibo - Manila,Douglas DC-3,PI-C569,20396,39.0,0.0,"After losing the No. 1 engine the pilot decided to return to Kalibo but could not land do to poor weather. He attempted to divert to Bacolod but could not climb to avoid terrain and crashed into a fish pond while attempting to ditch in the sea.  Failure to maintain safe single engine speed and altitude following failure of the left engine. The precipitation and poor visibility prevailing at the time of the accident over Kalibo and its vicinity and the failure on the part of the maintenance personnel to take action to correct discrepancies logged in the aircraft log-book, individually or collectively contributed to the cause of the accident."
02/03/1999,10:20,"Hoskins, Papua New Guinea",Airlink,,Hoskins - Kandrian,Britten Norman BN-2A Trislander,P2-ALH,761,11.0,0.0,The aircraft crashed 15 minutes after taking off from Hoskins en route to Kandrian. The aircraft broke-up in midair after encountering severe weather and crashed into a oil palm plantation in flat terrain.
12/05/1995,17:55,"Near Nakhichevan, Azerbaijan, Russia",Azerbaijani Airlines,,Nakhichevan - Baku,Tupolev TU-134B-3,4K-65703,63383,82.0,0.0,The aircraft crashed shortly after takeoff while attempting to make an emergency landing after the pilot reported problems with the left engine. Vibration caused nuts to work loose from the engine turbine which resulted in engine failure. No fault was found with the right engine and it is believed that it may have been inadvertently shut down by the crew.
10/08/1967,09:45,"Isle Culebra, Puerto Rico",Inter Island Air - Air Taxi,,,Cessnea 172,N8372U,,3.0,0.0,"The pilot landed 1/2 way down the runway, bounced, attempted a go-around with 3/4 flaps and hit high ground while attempt to return to the field."
06/06/1990,05:29,"Near Altamira, Brazil",TABA,,Belem - Altamira,Fairchild FH-227B,PT-ICA,570,42.0,0.0,"The pilot,, switched to VFR in IFR conditions, struck trees 1 km short of runway in heavy ground fog. Pilot error."
03/30/1986,10:15,"Near Pemba, Mozambique",Military - Mozambique Air Force,,Pemba - Maputo,Antonov AN-26,042,,54.0,0.0,The aircraft crashed while making an emergency return to the airfield after experiencing engine failure on takeoff.
08/24/1998,08:35,"Manibagi, Myanmar",Myanmar Airways,635,Rangoon - Tachilek,Fokker F-27 Friendship 600,XY-AEN,10476,44.0,0.0,"The aircraft was on a flight from Rangoon to Tachilek when it was diverted to Heho due to poor weather conditions. After the aircraft was reported missing, wreckage was found on Payakha Mountain, near Manibagi. It was five days before officials announced that the plane had crashed as an effort was made to hide the accident. There are reports that some survived the crash, only to be tortured and  murdered by nearby villagers who thought it was a military plane."
09/08/1951,,"Sao Paulo, Brazil",VASP,,,Douglas DC-3,PP-SPQ,1559/27036,13.0,3.0,Crashed into a house shortly after taking off from Congonhas Airport.
09/30/1973,20:40,"Near Sverdlovsk, Russia",Aeroflot,,,Tupolev TU-104B,CCCP-42506,21904,108.0,0.0,"The aircraft crashed shortly after takeoff while on a go-around. After reaching an altitude of 1,200 ft. the aircraft banked to the left which steepened until the plane began to descend and finally crashed. Malfunctioning artificial horizon."
05/26/1928,,"Radevormwald, Germany",Deutsche Lufthansa,,,Junkers F-13,D-583,742,5.0,0.0,Pilot error.
10/04/1976,,"Nairobi, Kenya",Emirates Air Transport,,,Douglas DC-7CF,TZ-ARC,45467/970,4.0,0.0,Struck Mt. Kenya while descending to land. Descended prematurely.
02/05/1969,11:45,"Off Batan Islands, Philippines",Military - U.S. Air Force,,,Lockheed C-130H,65-0990,4151,14.0,0.0,Inadvertent contact with the water during low-level flight over open ocean while searching for survivors.
10/16/1972,09:00,Off the Alaska coast,Private,,"Anchorage, AK - Juneau, AK",Cessna 310C,N1812H,35912,4.0,0.0,"The plane was on a flight from Anchorage to Juneau when it disappeared as it was approaching the Chugach Mountain range.  The weather along the prescribed route was not condusive to VFR flight.  Louisiana Congressman and House Majority Leader Hale Boggs, Alaska Congressman Nick Begich and his aide killed. Cause unknown."
09/23/1977,07:25,"Salida, Colorado",Salida Flying Service - Air Taxi,,"Salida, CO - Cortez, CO",Cessna U206,N1452M,,6.0,0.0,"Crashed into a mountain while in climb to cruise. Midjudge distance, speed and altitude."
08/11/1977,,"Engle, New Mexico",Southwest Aviation - Air Taxi,,"Albuquerque, NM - Las Cruces, NM",Cessna U206,N8062Z,,4.0,0.0,Flew into thunderstorm and crashed.
08/07/1943,05:20,"Off Townsville, Australia",Military - U.S. Air Force,,Townsville - Brisbane,Douglas C-47-DL,41-7733,4212,27.0,0.0,Crashed into the ocean.
06/16/1958,,"Curitiba, Brazil",Cruzeiro,,Florianopolis - Curitiba,Convair CV-440-59,PP-CEP,493,27.0,0.0,Crashed during approach after encountering a downdraft. Missed the runway and collided with a tree. Windshear.
10/10/1961,,"El Adem, Libya",Military - Royal Air Force,,,Handley Page Hastings C-2,WD498,,37.0,0.0,The plane stalled and crashed during takeoff.
01/21/1943,07:30,"Ukiah, California",Pan American World Airways,V-1104,Hawaii - San Francisco,Martin M-130 (flying boat),NC14715,557,19.0,0.0,"Flew into a 2,500 ft. mountain while circling in bad weather, after being unable to land in darkness and deciding whether to divert to San Diego. Clipped trees, struck the ground and broke up.  Failure of the captain to determine his position accurately before descending to a dangerously low altitude under extremely poor weather conditions during the hours of darkness. The aircraft was named Philippine Clipper."
07/26/1922,,"Cadix, Spain",Grands Express Aeriens,,,Breguet 14,,,3.0,0.0,
08/21/1949,23:30,"Near Bigstone Lake, Manitoba",Military - Royal Canadian Air Force,,Churchhill - Winnipeg,Consolidated Canso (amphibian),11057,,21.0,0.0,Crashed and burned in a wooded area after entering an area of thunderstorms.
06/16/1995,14:15,"Herputchi, Russia",Aeroflot,,Poliny - Nikolayevsk-on-Amur,Antonov AN-2,RA-07743,1G259-18,14.0,0.0,Flying VOR the plane ran into poor weather and the pilot decided to return however crashed into trees while attempting to land.
10/31/1999,06:52,"Off Nantucket Island, Massachusetts",EgyptAir,990,New York City - Cairo,Boeing B-767-366ER,SU-GAP,24542/282,217.0,0.0,"The plane took off from JFK at 1:19 a.m. bound for Cairo, Egypt. Thirty-three minutes later, after attaining an altitude of 33,000 feet, it was observed on radar in an extremely rapid descent. The aircraft was observed in a 66 degree dive at 483 knots. The descent continued to 16,700 feet after which the aircraft climbed to 24,000 ft.   After that, the plane began a second dive and broke up at around 10,000 ft. crashing into the AtlantiOcean, 60 miles southeast of Nantucket Island.  The aircraft was named Thutmosis III. The accident was caused by the relief first officer's flight control inputs which caused the airplane's departure from normal cruise flight and subsequent impact with the AtlantiOcean. The reason for the first officer's actions were not determined by the NTSB. One could conclude the actions were deliberate in an attempt to commit suicide."
08/03/1937,,"Off Cristobal, Panama",Pan American Grace Airways,,"Santiago, Chili - Cristobal, Panama",Sikorsky S-43,NC15065,4305,14.0,0.0,The flying boat plunged into the ocean 20 miles off of Cristobal. The plane probably struck the water at high speed and was destroyed by an immediate explosion and fire.
08/23/1940,,"Cluj, Romania",LARES,,,Douglas DC-3,YR-PAF,1986,18.0,0.0,Crashed into a mountainous area during a hail storm.
07/22/1991,21:15,"Detroit, Michigan",Jetstream Inc.,,Detroit - Chicago,Learjet 23,N959SC,23-045,3.0,0.0,"The plane, on a positioning flight,  remained low after lifting off went into a nose high attitude, hit trees and crashed about 200 feet beyond the runway. Improper preflight by the pilot, his failure to abort the takeoff while there was sufficient runway remaining and his failure to assure that the aircraft attained sufficient airspeed for lift-off and climb. Factors related to the accident were: the pilot's failure to assure the aircraft was within its maximum weight limitation, his improper use of the parking brake, and insufficient information in the pilot operating handbook concerning the aircraft parking brake. (The brake was not released.)"
11/17/1964,,"Off Argentia, Newfoundland, Canada",Military - U.S. Navy,,,Lockheed P-3A,151362,185-5075,10.0,0.0,Crashed into the ocean while on maneuvers.
07/08/1968,,"Near Dharan, Saudi Arabia",Saudi Arabian Airlines,,,Convair CV-340-68B,HZ-AAZ,219,11.0,0.0,Crashed after a third aborted landing attempt in poor visibility and blowing dust. Failure of the captain to maintain minimum altitude for reasons unknown. Poor judgement by the pilot in attempting a fourth landing.
06/08/2009,,"State of Arunachal Pradesh, India",Military - Indian Air Force,,Mechuka for Jorhat,Antonov An-32,,,13.0,0.0,The military transport went missing while en route and might have crashed due to heavy rain in the mountainous region.
07/14/1994,15:36,"Hanalei, Hawaii",Air Taxi - Papillion Helicopters Ltd.,,"Lihue, HI - Lihue, HI",Aerospatiale AS350D,N151BH,,7.0,0.0,"The helicopter crashed into the water. All survived but were not equipped with life vests and 3 passengers drowned. Failure of the engine-driven fuel pump, which resulted in the loss of power, and the lack of aircraft flotation equipment. Factors related to the accident were: flight over water adjacent to terrain that afforded no suitable forced landing site, and the lack of a passenger briefing by the operator on the location and operation of life preservers"
05/14/1977,09:33,"Near Lusaka, Zambia",IAS Cargo,,"Nairobi, Kenya  - Luskaka, Zambia",Boeing 707-321C,G-BEBP,18579/332,6.0,0.0,"The elevator assembly separated in mid-flight. The plane nose dived and crashed. The in-flight separation of the right hand horizontal stabilizer and elevator as a result of a combination of metal fatigue and inadequate failsafe design in the rear spar structure. Shortcomings in design assessment, certification and inspection procedures were contributory factors."
02/07/2003,,"Near Agadir, Morocco",Volare Aviation Enterprise,,Agadir - Algiers,Antonov 12BP,UR-LIP,9346405,8.0,0.0,"Crashed in the Atlas mountain range at 9,900 feet while en route."
08/01/1945,,"Near San Luis Potosi, Mexico",Lineas Aereas Mineras,,,Boeing 247D,XA-DUY,1723,12.0,0.0,Crashed into mountainous terrain.
02/19/1979,,"Barentu, Ethiopia",Ethiopian Airlines,,,Douglas DC-3,ET-AFW,16681/33429,5.0,0.0,The plane crashed after a bomb exploded aboard.
01/06/1948,,"Paris, France",Air France,,Brussels - Paris,Douglas DC-3D,F-BAXC,42972,16.0,0.0,Crashed into trees a few hundred yards away from the runway while attempting to land at Le Bourget Airport.
05/21/2002,19:30,"Near Calabar, Nigeria",Sky Executive Air Services,,Port Harcourt - Calabar,LET 410UVP,9Q-CEX,851402,5.0,0.0,"The plane crashed approximately 12 miles from Calabar while attempting to land. All passengers departed at Port Harcourt and only a crew of 5 was aboard. The premature departure of the plane from the normal minimum safe altitude of 2,500 ft. without air trafficontroller's clearance until it flew into the terrain. Other contributing factors were the emergence of electrical problem on the aircraft at the commencement of the approach which might have distracted the  pilot  and unfavorable weather conditions of low ceiling and thunderstorms which impaired visibility at the critical time of descent."
11/24/1931,,"Near Tsinan, China",China National Aviation Corporation,,Nanking - Peiking,Stinson,,,3.0,0.0,Crashed into Chingshan mountain range 10 miles south of Tsinan in fog.
03/17/2001,10:00,"Near Lubango, Angola",Sociedade de Aviacao Ligeira Charter,,Luanda - Lubango,Beechcraft 1900C,S9-CAE,UC-142,17.0,0.0,"The aircraft crashed into a mountain at 6,500 ft. while approaching Lubango to land. The weather at the time was cloudy with rain."
02/22/2005,07:15,,Indonesian National Police,,Jayapura - Sarmi,CASA 212 Aviocar,,,18.0,0.0,"On final approach, the aircraft crashed into the sea 100 meters off shore, 400 meters short of runway."
05/06/1935,03:30,"Atlanta, Missouri",Trans Continental and Western Air,6,Los Angeles - Albuquerque - Kanasas City -  Washington,Douglas DC-2-112,NC13785,1295,14.0,0.0,"The plane crashed while en route from Albuquerque to Kansas City. After encountering fog and poor visibility, the plane was diverted to Kirksville where witnesses reported the low flying aircraft made contact with the ground and crashed. Whether the plane struck the ground while the pilot was attempting to make an emergency landing or because the available fuel supply had been exhausted, or for other reasons, could not be determined. New Mexico Senator Bronson M. Cutting, 46, killed. Improper clearance of the airplane from Albuquerque by the company's ground personnel when the plane's two-way radio was not functioning properly."
01/10/1933,,Algiers,Aeropostale,,,CAMS 53,F-AISV,,1.0,0.0,
09/09/1988,11:38,"Bangkok, Thailand",Hang Khong (Vietnam),831,Hanoi - Bangkok,Tupolev TU-134A,VN-A102,60925,90.0,0.0,The aircraft crashed during approach in heavy rain and thunderstorms short of the runway. The crew descended below minimum altitude while over the outer marker. The plane lost height due to a microburst induced windshear when passing under a thunderstorm on final.
12/05/1980,,"Dar es Salaam, Tanzania",Tanzania Aviation,,Dodoma - Dar es Salaam,Piper PA-42 Cheyenne,5H-TAL,,10.0,0.0,
12/16/1960,10:33,"Staten Island / Brooklyn, New York",United Air Lines / Trans World Airlines,826/266,Chicago - New York City / Columbus - New York City,MD DC-8-11 / Lockheed  1049 S Const,N8013U/N6907C,45290 /4021,128.0,6.0,"A midair collision took place over Staten Island at 5,000 ft. The Connie was cleared to land at La Guardia Airport on Runway 04 when the United DC-8 struck the Connie tearing it apart. The Connie immediately crashed to the ground at Miller Army Air Field on Staten Island. One passenger was sucked out into one of the DC8s jet engines. Other passengers fell from the Connie as the spinning fuselage fell onto Staten Island. The United jet tried to make an emergency landing at La Guardia Airport but could not maintain altitude and crashed into the streets of Brooklyn. Forty-four passengers on the Constellation and eight-four passengers on the DC-8 were killed. Three passengers from the DC-8 died shortly after. One young boy, Stephen Baltz survived several days before succumbing to his injuries. Six people were also killed on the ground. The United crew entered a low-altitude holding pattern at 500 miles per hour, twice the speed it should have been going and flew past the clearance limits and airspace allocated to the flight. One of 2 VORs on the DC-8 was not functioning. Although the crew knew this, they failed to report this to the ATC, who probably would have provided extra radar assistance."
09/24/2007,,"Malemba Nkulu, DR Congo",Karibu Airways,,Lubumbashi - Malemba Nkulu,Let 410,9Q-CVL,,6.0,0.0,Crashed while attempting to land and came to rest in a cemetery.
06/16/1993,,"Nabire, Indonesia",Merpati Nasantara Airlines,,,de Havilland Canada DHC-6 Twin Otter 300,PK-NUL,391,3.0,0.0,"The cargo aboard shifted after takeoff, the plane nosed up, stalled and crashed."
